ID,Diver,Buddy,Site No.,Site Name,Latitude,Longitude,Date,vis,Direction,Time,P-Qs,Depth,Method,Block,Code,Species,Common name,Total,Inverts,2.5,5,7.5,10,12.5,15,20,25,30,35,40,50,62.5,75,87.5,100,112.5,125,137.5,150,162.5,175,187.5,200,250,300,350,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,YHF,VD,TAS79,Primrose Sands,-42.89809,147.66899,24/05/2023,5,N,9:00,YHF,3.1,2,1,mas,Mimachlamys asperrima,Doughboy scallop,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,YHF,VD,TAS79,Primrose Sands,-42.89809,147.66899,24/05/2023,5,N,9:00,YHF,3.1,2,1,mro,Maoricolpus roseus,New Zealand screw shell,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,YHF,VD,TAS79,Primrose Sands,-42.89809,147.66899,24/05/2023,5,N,9:00,YHF,3.1,2,2,her,Heliocidaris erythrogramma,Short-spined urchin,157,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,YHF,VD,TAS79,Primrose Sands,-42.89809,147.66899,24/05/2023,5,N,9:00,YHF,3.1,2,2,ctr,Cenolia trichoptera,Feather star,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,YHF,VD,TAS79,Primrose Sands,-42.89809,147.66899,24/05/2023,5,N,9:00,YHF,3.1,2,2,tau,Tosia australis,Southern biscuit star,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,YHF,VD,TAS79,Primrose Sands,-42.89809,147.66899,24/05/2023,5,N,9:00,YHF,3.1,2,2,fva,Forsterygion varium,Many-rayed threefin,5,0,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,YHF,VD,TAS79,Primrose Sands,-42.89809,147.66899,24/05/2023,5,N,9:00,YHF,3.1,2,2,hru,Haliotis rubra,Blacklip abalone,8,0,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,YHF,VD,TAS79,Primrose Sands,-42.89809,147.66899,24/05/2023,5,N,9:00,YHF,3.1,2,2,pser,Palaemon serenus,Banded shrimp,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,YHF,VD,TAS79,Primrose Sands,-42.89809,147.66899,24/05/2023,5,N,9:00,YHF,3.1,2,2,sstr,Strigopagurus strigimanus,Rasping hermit crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,YHF,VD,TAS79,Primrose Sands,-42.89809,147.66899,24/05/2023,5,N,9:00,YHF,3.1,2,2,hin,Holopneustes inflatus,Inflated egg urchin,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,YHF,VD,TAS79,Primrose Sands,-42.89809,147.66899,24/05/2023,5,N,9:00,YHF,3.1,2,2,ctas,Comanthus tasmaniae,Tasmanian feather star,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,YHF,VD,TAS79,Primrose Sands,-42.89809,147.66899,24/05/2023,5,N,9:00,YHF,3.1,2,2,gtu,Goniocidaris tubaria,Pencil urchin,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,YHF,VD,TAS79,Primrose Sands,-42.89809,147.66899,24/05/2023,5,N,9:00,YHF,3.1,2,2,csp,Cabestana spengleri,Triton shell,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,1,1,ucr,Urolophus cruciatus,Banded stingaree,7,0,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,1,1,nte,Notolabrus tetricus,Blue-throat wrasse,12,0,,,,,,3,3,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,1,1,pla,Pictilabrus laticlavius,Senator wrasse,2,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,1,1,csp,Cheilodactylus spectabilis,Banded morwong,5,0,,,,,,,,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,1,1,sli,Scorpis lineolata,Silver sweep,10,0,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,1,1,mau,Meuschenia australis,Brown-striped leatherjacket,4,0,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,1,1,pmu,Pempheris multiradiata,Common bullseye,59,0,,30,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,1,1,ast,Atypichthys strigatus,Mado sweep,40,0,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,1,1,tca,Trachinops caudimaculatus,Hulafish,6,0,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,1,1,htr,Heteroclinus tristis,Forster's weedfish,1,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,1,1,avi,Acanthaluteres vittiger,Toothbrush leatherjacket,5,0,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,2,1,hru,Haliotis rubra,Blacklip abalone,16,0,,,,,1,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,2,1,ctr,Cenolia trichoptera,Feather star,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,2,1,pch,Plagusia chabrus,Red bait crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,2,1,tun,Turbo undulatus,Turban shell,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,2,1,tau,Tosia australis,Southern biscuit star,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,2,1,pmu,Pempheris multiradiata,Common bullseye,3,0,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,2,1,sstr,Strigopagurus strigimanus,Rasping hermit crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,2,1,atr,Agnewia tritoniformis,Murex shell,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,2,1,jed,Jasus edwardsii,Southern rock lobster,2,0,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,1,1,ndo,Nemadactylus douglasii,Grey morwong,1,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,1,1,aar,Aplodactylus arctidens,Marblefish,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,1,1,pre,Pentaceropsis recurvirostris,Long-snouted boarfish,1,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,1,1,pba,Pseudophycis bachus,Red cod,1,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,5,1,1,ucr,Urolophus cruciatus,Banded stingaree,2,0,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,5,1,1,nte,Notolabrus tetricus,Blue-throat wrasse,19,0,,,,,,5,7,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,5,1,1,uvl,Upeneichthys vlamingii,Southern goatfish,1,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,5,1,1,nfu,Notolabrus fucicola,Purple wrasse,3,0,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,5,1,1,pla,Pictilabrus laticlavius,Senator wrasse,3,0,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,5,1,1,csp,Cheilodactylus spectabilis,Banded morwong,2,0,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,5,1,1,sli,Scorpis lineolata,Silver sweep,9,0,,,,,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,5,1,1,aau,Aracana aurita,Shaw's cowfish,1,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,5,1,1,fva,Forsterygion varium,Many-rayed threefin,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,5,1,1,mau,Meuschenia australis,Brown-striped leatherjacket,1,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,5,1,1,pmu,Pempheris multiradiata,Common bullseye,3,0,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,5,1,1,pnig,Pseudogoniistius nigripes,Magpie perch,1,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,5,1,1,pmi,Parma microlepis,White-ear,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,5,2,1,hru,Haliotis rubra,Blacklip abalone,10,0,,,,,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,5,2,1,ctr,Cenolia trichoptera,Feather star,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,5,2,1,tun,Turbo undulatus,Turban shell,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,5,2,1,tau,Tosia australis,Southern biscuit star,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,5,2,1,atr,Agnewia tritoniformis,Murex shell,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,5,1,1,sbe,Siphonognathus beddomei,Pencil weed whiting,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,5,2,1,cmu,Coscinasterias muricata,Eleven-arm star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,5,2,1,fva,Forsterygion varium,Many-rayed threefin,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,5,2,1,tcl,Trinorfolkia clarkei,Common threefin,2,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,5,2,1,pser,Palaemon serenus,Banded shrimp,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,YHF,HF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,5,2,1,pau,Pleuroploca australasia,Tulip shell,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,HF,YHF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,1,2,nte,Notolabrus tetricus,Blue-throat wrasse,13,0,,1,2,,2,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,HF,YHF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,1,2,nfu,Notolabrus fucicola,Purple wrasse,6,0,,,,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,HF,YHF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,1,2,sli,Scorpis lineolata,Silver sweep,15,0,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,HF,YHF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,1,2,csp,Cheilodactylus spectabilis,Banded morwong,2,0,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,HF,YHF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,1,2,aar,Aplodactylus arctidens,Marblefish,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,HF,YHF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,1,2,ocy,Olisthops cyanomelas,Herring cale,1,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,HF,YHF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,1,2,ucr,Urolophus cruciatus,Banded stingaree,1,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,HF,YHF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,1,2,tca,Trachinops caudimaculatus,Hulafish,5,0,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,HF,YHF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,1,2,avi,Acanthaluteres vittiger,Toothbrush leatherjacket,2,0,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,HF,YHF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,2,2,ctr,Cenolia trichoptera,Feather star,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,HF,YHF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,2,2,tun,Turbo undulatus,Turban shell,56,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,HF,YHF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,2,2,pser,Palaemon serenus,Banded shrimp,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,HF,YHF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,2,2,hru,Haliotis rubra,Blacklip abalone,7,0,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,HF,YHF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,2,2,pch,Plagusia chabrus,Red bait crab,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,HF,YHF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,2,2,tau,Tosia australis,Southern biscuit star,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,HF,YHF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,2,2,ctas,Comanthus tasmaniae,Tasmanian feather star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,HF,YHF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,2,2,her,Heliocidaris erythrogramma,Short-spined urchin,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,HF,YHF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,2,2,atr,Agnewia tritoniformis,Murex shell,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,HF,YHF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,2,2,ptu,Phlyctenactis tuberculosa,Swimming anemone,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,HF,YHF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,2,2,ucr,Urolophus cruciatus,Banded stingaree,1,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,HF,YHF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,2,2,pmu,Pempheris multiradiata,Common bullseye,15,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,HF,YHF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,2,2,jed,Jasus edwardsii,Southern rock lobster,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,HF,YHF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,2,2,ggoe,Gnathanacanthus goetzeei,Red velvetfish,1,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,HF,YHF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,2.9,2,2,hin,Holopneustes inflatus,Inflated egg urchin,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,HF,YHF,MIR-S14,Spring Beach,-42.58359,147.91566,13/05/2023,10,NE,9:00,YHF,5,1,2,nte,Notolabrus tetricus,Blue-throat wrasse,11,0,,,,1,3,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
